ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Genre
689846177,"Sagwa, The Chinese Siamese Cat",Amy Tan,2001,Aladdin,http://images.amazon.com/images/P/0689846177.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689846177.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689846177.01.LZZZZZZZ.jpg,Children
375759778,Prague : A Novel,ARTHUR PHILLIPS,2003,Random House Trade Paperbacks,http://images.amazon.com/images/P/0375759778.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375759778.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375759778.01.LZZZZZZZ.jpg,Historical
553213105,Pride and Prejudice,Jane Austen,1981,Bantam,http://images.amazon.com/images/P/0553213105.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553213105.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553213105.01.LZZZZZZZ.jpg,Romance
1881320189,Goodbye to the Buttermilk Sky,Julia Oliver,1994,River City Pub,http://images.amazon.com/images/P/1881320189.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1881320189.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1881320189.01.LZZZZZZZ.jpg,Novel
1881320049,Seventeen Times As High As the Moon: Short Stories,Julia Oliver,1993,Black Belt Press,http://images.amazon.com/images/P/1881320049.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1881320049.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1881320049.01.LZZZZZZZ.jpg,Novel
671870432,PLEADING GUILTY,Scott Turow,1993,Audioworks,http://images.amazon.com/images/P/0671870432.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671870432.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671870432.01.LZZZZZZZ.jpg,Mystry
374281602,Reversible Errors,Scott Turow,2002,Farrar Straus Giroux,http://images.amazon.com/images/P/0374281602.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374281602.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374281602.01.LZZZZZZZ.jpg,Thriller
446359866,Presumed Innocent,Scott Turow,1989,Warner Books,http://images.amazon.com/images/P/0446359866.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446359866.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446359866.01.LZZZZZZZ.jpg,Mystry
374281947,Personal Injuries,Scott Turow,1999,Farrar Straus Giroux,http://images.amazon.com/images/P/0374281947.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374281947.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374281947.01.LZZZZZZZ.jpg,Thriller
446360589,The Burden of Proof,Scott Turow,1991,Warner Books,http://images.amazon.com/images/P/0446360589.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446360589.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446360589.01.LZZZZZZZ.jpg,Thriller
374184232,The Laws of Our Fathers,Scott Turow,1996,Farrar Straus Giroux,http://images.amazon.com/images/P/0374184232.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374184232.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374184232.01.LZZZZZZZ.jpg,Mystry
140049134,One L,Scott Turow,1978,Penguin USA,http://images.amazon.com/images/P/0140049134.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140049134.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140049134.01.LZZZZZZZ.jpg,Non-Fiction
671519166,GUILTY AS CHARGED,Scott Turow,1996,Pocket,http://images.amazon.com/images/P/0671519166.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671519166.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671519166.01.LZZZZZZZ.jpg,Mystry
374128731,Ultimate Punishment : A Lawyer's Reflections on Dealing with the Death Penalty,Scott Turow,2003,"Farrar, Straus and Giroux",http://images.amazon.com/images/P/0374128731.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374128731.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374128731.01.LZZZZZZZ.jpg,Non-Fiction
2005018,Clara Callan,Richard Bruce Wright,2001,HarperFlamingo Canada,http://images.amazon.com/images/P/0002005018.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0002005018.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0002005018.01.LZZZZZZZ.jpg,Historical
771597185,The teacher's daughter,Richard Bruce Wright,1982,Macmillan of Canada,http://images.amazon.com/images/P/0771597185.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0771597185.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0771597185.01.LZZZZZZZ.jpg,Historical
590449036,"Mom, You're Fired!",Nancy K. Robinson,1994,Scholastic Paperbacks (Mm),http://images.amazon.com/images/P/0590449036.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590449036.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590449036.01.LZZZZZZZ.jpg,Children
590329758,Wendy and the Bullies,Nancy K. Robinson,1983,Scholastic,http://images.amazon.com/images/P/0590329758.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590329758.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590329758.01.LZZZZZZZ.jpg,Children
590336681,Tack Against Time,Nancy K. Robinson,1986,Scholastic,http://images.amazon.com/images/P/0590336681.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590336681.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590336681.01.LZZZZZZZ.jpg,Children
590403826,"Oh Honestly, Angela!",Nancy K. Robinson,1986,Scholastic,http://images.amazon.com/images/P/0590403826.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590403826.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590403826.01.LZZZZZZZ.jpg,Children
590449001,Veronica Knows Best,Nancy K. Robinson,1992,Scholastic,http://images.amazon.com/images/P/0590449001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590449001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590449001.01.LZZZZZZZ.jpg,Children
590432117,Angela and the Broken Heart,Nancy K. Robinson,1992,Scholastic,http://images.amazon.com/images/P/0590432117.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590432117.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590432117.01.LZZZZZZZ.jpg,Children
590444859,Countess Veronica,Nancy K. Robinson,1994,Scholastic,http://images.amazon.com/images/P/0590444859.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590444859.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590444859.01.LZZZZZZZ.jpg,Children
590423266,Veronica: The Show Off,Nancy K. Robinson,1988,Scholastic,http://images.amazon.com/images/P/0590423266.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590423266.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590423266.01.LZZZZZZZ.jpg,Children
553256785,SLEEPING MURDER,AGATHA CHRISTIE,1983,Bantam,http://images.amazon.com/images/P/0553256785.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553256785.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553256785.01.LZZZZZZZ.jpg,Mystry
671555235,A Caribbean Mystery,Agatha Christie,1984,Pocket,http://images.amazon.com/images/P/0671555235.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671555235.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671555235.01.LZZZZZZZ.jpg,Thriller
812970101,The Mysterious Affair at Styles : A Detective Story (Modern Library Classics),AGATHA CHRISTIE,2003,Modern Library,http://images.amazon.com/images/P/0812970101.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812970101.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812970101.01.LZZZZZZZ.jpg,Mystry
425173755,Murder on the Orient Express (Hercule Poirot Mysteries (Paperback)),Agatha Christie,2000,Berkley Publishing Group,http://images.amazon.com/images/P/0425173755.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425173755.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425173755.01.LZZZZZZZ.jpg,Mystry
451199871,The Body in the Library (Miss Marple Mysteries (Paperback)),Agatha Christie,2000,Signet Book,http://images.amazon.com/images/P/0451199871.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451199871.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451199871.01.LZZZZZZZ.jpg,Mystry
671543180,DEAD MANS FOLLY (Hercule Poirot Mysteries (Paperback)),Agatha Christie,1984,Pocket,http://images.amazon.com/images/P/0671543180.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671543180.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671543180.01.LZZZZZZZ.jpg,Thriller
671705997,Easy to Kill,Agatha Christie,1991,Pocket Books,http://images.amazon.com/images/P/0671705997.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671705997.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671705997.01.LZZZZZZZ.jpg,Thriller
671704664,And Then There Were None,Agatha Christie,1989,Pocket Books,http://images.amazon.com/images/P/0671704664.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671704664.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671704664.01.LZZZZZZZ.jpg,Thriller
671696513,ABC MURDERS,Agatha Christie,1989,Pocket,http://images.amazon.com/images/P/0671696513.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671696513.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671696513.01.LZZZZZZZ.jpg,Thriller
61002860,The Murder of Roger Ackroyd,Agatha Christie,1991,Harpercollins,http://images.amazon.com/images/P/0061002860.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061002860.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061002860.01.LZZZZZZZ.jpg,Thriller
312975120,The Unexpected Guest: A Mystery,Agatha Christie,2000,St. Martin's Press,http://images.amazon.com/images/P/0312975120.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312975120.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312975120.01.LZZZZZZZ.jpg,Mystry
425068099,The Witness for the Prosecution and Other Stories,Agatha Christie,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425068099.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425068099.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425068099.01.LZZZZZZZ.jpg,Thriller
671744003,AUTOBIOGRAPHY OF FBI SPECIAL AGENT DALE COOPER,Dale Cooper,1991,Pocket,http://images.amazon.com/images/P/0671744003.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671744003.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671744003.01.LZZZZZZZ.jpg,Non-Fiction
60116188,My side: The autobiography of Ruth Gordon,Ruth Gordon,1976,Harper &amp; Row,http://images.amazon.com/images/P/0060116188.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060116188.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060116188.01.LZZZZZZZ.jpg,Non-Fiction
553263579,The Autobiography of Miss Jane Pittman,ERNEST J. GAINES,1982,Bantam,http://images.amazon.com/images/P/0553263579.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553263579.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553263579.01.LZZZZZZZ.jpg,Non-Fiction
813812860,Out Here on Soap Creek: An Autobiography,Inez McAlister Faber,1982,Iowa State Press,http://images.amazon.com/images/P/0813812860.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0813812860.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0813812860.01.LZZZZZZZ.jpg,Non-Fiction
670820555,Spy Catcher: The Candid Autobiography of a Senior Intelligence Officer,Peter Wright,1987,Penguin USA,http://images.amazon.com/images/P/0670820555.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670820555.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670820555.01.LZZZZZZZ.jpg,Non-Fiction
684843110,Pilgrim Souls : A Collection of Spiritual Autobiography,Elizabeth Powers,1999,Touchstone,http://images.amazon.com/images/P/0684843110.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684843110.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684843110.01.LZZZZZZZ.jpg,Non-Fiction
446523569,Message in a Bottle,Nicholas Sparks,1998,Warner Books,http://images.amazon.com/images/P/0446523569.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446523569.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446523569.01.LZZZZZZZ.jpg,Romance
345348036,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,WILLIAM GOLDMAN,1987,Del Rey,http://images.amazon.com/images/P/0345348036.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345348036.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345348036.01.LZZZZZZZ.jpg,Romance
1573229385,The Frog King: A Love Story,Adam Davies,2002,Riverhead Books,http://images.amazon.com/images/P/1573229385.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573229385.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573229385.01.LZZZZZZZ.jpg,Romance
446605239,The Notebook,Nicholas Sparks,1998,Warner Books,http://images.amazon.com/images/P/0446605239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.LZZZZZZZ.jpg,Romance
446525502,The Rescue,Nicholas Sparks,2000,Warner Books,http://images.amazon.com/images/P/0446525502.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446525502.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446525502.01.LZZZZZZZ.jpg,Romance
446527793,The Guardian,Nicholas Sparks,2003,Warner Books,http://images.amazon.com/images/P/0446527793.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527793.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527793.01.LZZZZZZZ.jpg,Romance
312156960,The Winter King: A Novel of Arthur (The Warlord Chronicles: I),Bernard Cornwell,1997,St. Martin's Griffin,http://images.amazon.com/images/P/0312156960.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312156960.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312156960.01.LZZZZZZZ.jpg,Historical
60516283,Gallow's Thief,Bernard Cornwell,2003,HarperTorch,http://images.amazon.com/images/P/0060516283.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060516283.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060516283.01.LZZZZZZZ.jpg,Historical
61091944,Stonehenge,Bernard Cornwell,2001,HarperTorch,http://images.amazon.com/images/P/0061091944.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061091944.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061091944.01.LZZZZZZZ.jpg,Historical
66210844,The Archer's Tale,Bernard Cornwell,2001,HarperCollins,http://images.amazon.com/images/P/0066210844.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0066210844.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0066210844.01.LZZZZZZZ.jpg,Historical
805052046,A Place of Greater Safety,Hilary Mantel,1998,Henry Holt &amp; Company,http://images.amazon.com/images/P/0805052046.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805052046.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805052046.01.LZZZZZZZ.jpg,Historical
805044280,"The Giant, O'Brien",Hilary Mantel,1998,Henry Holt &amp; Company,http://images.amazon.com/images/P/0805044280.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805044280.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805044280.01.LZZZZZZZ.jpg,Historical
805062718,Vacant Possession,Hilary Mantel,2000,Owl Books (NY),http://images.amazon.com/images/P/0805062718.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805062718.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805062718.01.LZZZZZZZ.jpg,Historical
152162445,High Wizardry: The Third Book in the Young Wizards Series,Diane Duane,2001,Magic Carpet Books,http://images.amazon.com/images/P/0152162445.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0152162445.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0152162445.01.LZZZZZZZ.jpg,Fantasy
